Buchungstag,Valuta,Belegnummer,Buchungstext,Gegenkonto,Betrag (EUR),Währung,Kunde/Lieferant,IBAN,Verwendungszweck
2024-06-01,2024-06-01,BNR-102704,Reisekosten,67600,-3685.51,EUR,Lisa Schmidt,DE16530601800000001900,Reisekosten Lisa Schmidt 2024-06
2025-02-17,2025-02-17,BNR-102705,Miete,69000,-1546.9,EUR,Cowork Space Berlin,DE44500105175407324931,Miete Cowork Space Berlin 2025-02
2025-02-22,2025-02-22,BNR-102706,Softwarelizenz,48000,-206.62,EUR,Stromio Business,DE76543210987654321000,Softwarelizenz Stromio Business 2025-02
2024-10-29,2024-10-29,BNR-102707,Softwarelizenz,48000,-423.11,EUR,Adobe,DE62500105170648482300,Softwarelizenz Adobe 2024-10
2024-09-18,2024-09-18,BNR-102708,Miete,69000,-1631.04,EUR,Büropark Mitte GmbH,DE89370400440532013000,Miete Büropark Mitte GmbH 2024-09
2024-04-03,2024-04-03,BNR-102709,Finanzamt Erstattung,17000,1370.38,EUR,Finanzamt Berlin,DE16530601800000001900,Finanzamt Erstattung Finanzamt Berlin 2024-04
2024-02-24,2024-02-24,BNR-102710,Finanzamt Erstattung,17000,1944.85,EUR,Finanzamt München,DE76543210987654321000,Finanzamt Erstattung Finanzamt München 2024-02
2024-10-01,2024-10-01,BNR-102711,Strom,16000,-336.75,EUR,Adobe,DE89370400440532013000,Strom Adobe 2024-10
2025-01-05,2025-01-05,BNR-102712,Softwarelizenz,48000,-343.93,EUR,Adobe,DE44500105175407324931,Softwarelizenz Adobe 2025-01
2024-05-22,2024-05-22,BNR-102713,Miete,69000,-1752.49,EUR,Büropark Mitte GmbH,DE12500105170648489890,Miete Büropark Mitte GmbH 2024-05
2025-04-04,2025-04-04,BNR-102714,Finanzamt Zahlung,17000,-873.5,EUR,Finanzamt Berlin,DE76543210987654321000,Finanzamt Zahlung Finanzamt Berlin 2025-04
2025-01-20,2025-01-20,BNR-102715,Miete,69000,-1028.0,EUR,Cowork Space Berlin,DE12500105170648489890,Miete Cowork Space Berlin 2025-01
2024-10-25,2024-10-25,BNR-102716,Softwarelizenz,48000,-513.41,EUR,Stromio Business,DE62500105170648482300,Softwarelizenz Stromio Business 2024-10
2024-05-22,2024-05-22,BNR-102717,Miete,69000,-800.71,EUR,Cowork Space Berlin,DE44500105175407324931,Miete Cowork Space Berlin 2024-05
2024-12-01,2024-12-01,BNR-102718,Gehalt,60000,-3512.52,EUR,Tom Berger,DE75512108001245126199,Gehalt Tom Berger 2024-12
2025-02-03,2025-02-03,BNR-102719,Reisekosten,67600,-1276.82,EUR,Anna Weber,DE12345678901234567890,Reisekosten Anna Weber 2025-02
2025-02-01,2025-02-01,BNR-102720,Gehalt,60000,-1512.33,EUR,Tom Berger,DE62500105170648482300,Gehalt Tom Berger 2025-02
2025-03-27,2025-03-27,BNR-102721,Finanzamt Erstattung,17000,1140.18,EUR,Finanzamt Köln,DE16530601800000001900,Finanzamt Erstattung Finanzamt Köln 2025-03
2024-08-14,2024-08-14,BNR-102722,Softwarelizenz,48000,-469.74,EUR,Microsoft,DE12500105170648489890,Softwarelizenz Microsoft 2024-08
2024-01-08,2024-01-08,BNR-102723,Zahlungseingang,10000,2855.01,EUR,ACME GmbH,DE76543210987654321000,Zahlungseingang ACME GmbH 2024-01
2024-09-23,2024-09-23,BNR-102724,Gehalt,60000,-1280.52,EUR,Anna Weber,DE89370400440532013000,Gehalt Anna Weber 2024-09
2024-01-13,2024-01-13,BNR-102725,Finanzamt Erstattung,17000,845.91,EUR,Finanzamt Berlin,DE75512108001245126199,Finanzamt Erstattung Finanzamt Berlin 2024-01
2025-03-07,2025-03-07,BNR-102726,Softwarelizenz,48000,-716.44,EUR,Microsoft,DE12500105170648489890,Softwarelizenz Microsoft 2025-03
2024-05-16,2024-05-16,BNR-102727,Zahlungseingang,10000,6300.79,EUR,Industriepartner AG,DE75512108001245126199,Zahlungseingang Industriepartner AG 2024-05
2025-01-24,2025-01-24,BNR-102728,Strom,16000,-794.62,EUR,AWS,DE62500105170648482300,Strom AWS 2025-01
2024-07-03,2024-07-03,BNR-102729,Miete,69000,-1099.94,EUR,Büropark Mitte GmbH,DE12500105170648489890,Miete Büropark Mitte GmbH 2024-07
2025-03-28,2025-03-28,BNR-102730,Softwarelizenz,48000,-908.41,EUR,AWS,DE62500105170648482300,Softwarelizenz AWS 2025-03
2024-08-03,2024-08-03,BNR-102731,Finanzamt Zahlung,17000,-1027.59,EUR,Finanzamt Köln,DE76543210987654321000,Finanzamt Zahlung Finanzamt Köln 2024-08
2024-10-08,2024-10-08,BNR-102732,Zahlungseingang,10000,2602.61,EUR,Industriepartner AG,DE16530601800000001900,Zahlungseingang Industriepartner AG 2024-10
2024-04-07,2024-04-07,BNR-102733,Reisekosten,67600,-2995.91,EUR,Lisa Schmidt,DE62500105170648482300,Reisekosten Lisa Schmidt 2024-04
2025-04-06,2025-04-06,BNR-102734,Gehalt,60000,-3200.64,EUR,Tom Berger,DE12345678901234567890,Gehalt Tom Berger 2025-04
2024-06-14,2024-06-14,BNR-102735,Gehalt,60000,-2022.96,EUR,Anna Weber,DE89370400440532013000,Gehalt Anna Weber 2024-06
2024-01-05,2024-01-05,BNR-102736,Zahlungseingang,10000,5817.85,EUR,Kundenwelt GmbH,DE75512108001245126199,Zahlungseingang Kundenwelt GmbH 2024-01
2025-03-03,2025-03-03,BNR-102737,Strom,16000,-260.29,EUR,Microsoft,DE44500105175407324931,Strom Microsoft 2025-03
2025-01-30,2025-01-30,BNR-102738,Finanzamt Zahlung,17000,-2826.74,EUR,Finanzamt Berlin,DE44500105175407324931,Finanzamt Zahlung Finanzamt Berlin 2025-01
2024-05-31,2024-05-31,BNR-102739,Softwarelizenz,48000,-895.71,EUR,Stromio Business,DE12500105170648489890,Softwarelizenz Stromio Business 2024-05
2024-01-27,2024-01-27,BNR-102740,Softwarelizenz,48000,-706.14,EUR,Adobe,DE16530601800000001900,Softwarelizenz Adobe 2024-01
2024-01-05,2024-01-05,BNR-102741,Finanzamt Erstattung,17000,1070.82,EUR,Finanzamt Berlin,DE16530601800000001900,Finanzamt Erstattung Finanzamt Berlin 2024-01
2024-04-21,2024-04-21,BNR-102742,Softwarelizenz,48000,-969.27,EUR,AWS,DE62500105170648482300,Softwarelizenz AWS 2024-04
2024-02-07,2024-02-07,BNR-102743,Finanzamt Erstattung,17000,1251.65,EUR,Finanzamt München,DE44500105175407324931,Finanzamt Erstattung Finanzamt München 2024-02
2024-08-03,2024-08-03,BNR-102744,Finanzamt Erstattung,17000,1069.98,EUR,Finanzamt Berlin,DE12500105170648489890,Finanzamt Erstattung Finanzamt Berlin 2024-08
2024-11-21,2024-11-21,BNR-102745,Finanzamt Erstattung,17000,1453.66,EUR,Finanzamt Köln,DE12345678901234567890,Finanzamt Erstattung Finanzamt Köln 2024-11
2024-06-08,2024-06-08,BNR-102746,Strom,16000,-807.55,EUR,Adobe,DE44500105175407324931,Strom Adobe 2024-06
2025-01-28,2025-01-28,BNR-102747,Reisekosten,67600,-718.84,EUR,Tom Berger,DE16530601800000001900,Reisekosten Tom Berger 2025-01
2025-02-25,2025-02-25,BNR-102748,Reisekosten,67600,-2562.21,EUR,Anna Weber,DE16530601800000001900,Reisekosten Anna Weber 2025-02
2024-05-18,2024-05-18,BNR-102749,Finanzamt Erstattung,17000,1672.89,EUR,Finanzamt Köln,DE16530601800000001900,Finanzamt Erstattung Finanzamt Köln 2024-05
2024-01-21,2024-01-21,BNR-102750,Finanzamt Erstattung,17000,1589.31,EUR,Finanzamt München,DE12500105170648489890,Finanzamt Erstattung Finanzamt München 2024-01
2025-02-17,2025-02-17,BNR-102751,Zahlungseingang,10000,4354.26,EUR,Industriepartner AG,DE75512108001245126199,Zahlungseingang Industriepartner AG 2025-02
2024-03-25,2024-03-25,BNR-102752,Miete,69000,-814.01,EUR,Büropark Mitte GmbH,DE12500105170648489890,Miete Büropark Mitte GmbH 2024-03
2025-02-09,2025-02-09,BNR-102753,Gehalt,60000,-518.64,EUR,Lisa Schmidt,DE12345678901234567890,Gehalt Lisa Schmidt 2025-02
2024-06-28,2024-06-28,BNR-102754,Finanzamt Erstattung,17000,642.96,EUR,Finanzamt München,DE62500105170648482300,Finanzamt Erstattung Finanzamt München 2024-06
2024-04-18,2024-04-18,BNR-102755,Zahlungseingang,10000,6264.89,EUR,Meyer & Co KG,DE12500105170648489890,Zahlungseingang Meyer & Co KG 2024-04
2024-05-02,2024-05-02,BNR-102756,Zahlungseingang,10000,3826.45,EUR,Kundenwelt GmbH,DE12345678901234567890,Zahlungseingang Kundenwelt GmbH 2024-05
2024-11-10,2024-11-10,BNR-102757,Reisekosten,67600,-3542.71,EUR,Tom Berger,DE76543210987654321000,Reisekosten Tom Berger 2024-11
2025-02-20,2025-02-20,BNR-102758,Finanzamt Zahlung,17000,-2913.47,EUR,Finanzamt Köln,DE44500105175407324931,Finanzamt Zahlung Finanzamt Köln 2025-02
2024-10-08,2024-10-08,BNR-102759,Softwarelizenz,48000,-687.54,EUR,SAP,DE12500105170648489890,Softwarelizenz SAP 2024-10
2024-06-07,2024-06-07,BNR-102760,Finanzamt Erstattung,17000,1729.31,EUR,Finanzamt Köln,DE75512108001245126199,Finanzamt Erstattung Finanzamt Köln 2024-06
2025-03-30,2025-03-30,BNR-102761,Finanzamt Erstattung,17000,478.28,EUR,Finanzamt München,DE44500105175407324931,Finanzamt Erstattung Finanzamt München 2025-03
2024-05-23,2024-05-23,BNR-102762,Zahlungseingang,10000,1001.05,EUR,Meyer & Co KG,DE12500105170648489890,Zahlungseingang Meyer & Co KG 2024-05
2025-05-03,2025-05-03,BNR-102763,Miete,69000,-837.49,EUR,Cowork Space Berlin,DE89370400440532013000,Miete Cowork Space Berlin 2025-05
2024-06-26,2024-06-26,BNR-102764,Zahlungseingang,10000,2273.25,EUR,Meyer & Co KG,DE12500105170648489890,Zahlungseingang Meyer & Co KG 2024-06
2025-02-01,2025-02-01,BNR-102765,Reisekosten,67600,-3026.57,EUR,Tom Berger,DE62500105170648482300,Reisekosten Tom Berger 2025-02
2024-07-10,2024-07-10,BNR-102766,Finanzamt Erstattung,17000,976.46,EUR,Finanzamt Köln,DE75512108001245126199,Finanzamt Erstattung Finanzamt Köln 2024-07
2024-01-31,2024-01-31,BNR-102767,Finanzamt Zahlung,17000,-1832.38,EUR,Finanzamt München,DE12345678901234567890,Finanzamt Zahlung Finanzamt München 2024-01
2024-03-18,2024-03-18,BNR-102768,Miete,69000,-1122.27,EUR,Büropark Mitte GmbH,DE75512108001245126199,Miete Büropark Mitte GmbH 2024-03
2024-02-06,2024-02-06,BNR-102769,Softwarelizenz,48000,-652.09,EUR,SAP,DE44500105175407324931,Softwarelizenz SAP 2024-02
2025-01-19,2025-01-19,BNR-102770,Miete,69000,-1798.83,EUR,Büropark Mitte GmbH,DE12500105170648489890,Miete Büropark Mitte GmbH 2025-01
2024-10-03,2024-10-03,BNR-102771,Miete,69000,-1984.25,EUR,Büropark Mitte GmbH,DE89370400440532013000,Miete Büropark Mitte GmbH 2024-10
2024-01-10,2024-01-10,BNR-102772,Zahlungseingang,10000,7526.63,EUR,ACME GmbH,DE44500105175407324931,Zahlungseingang ACME GmbH 2024-01
2025-03-23,2025-03-23,BNR-102773,Reisekosten,67600,-1861.61,EUR,Anna Weber,DE62500105170648482300,Reisekosten Anna Weber 2025-03
2024-07-06,2024-07-06,BNR-102774,Zahlungseingang,10000,4567.45,EUR,Meyer & Co KG,DE16530601800000001900,Zahlungseingang Meyer & Co KG 2024-07
2024-05-04,2024-05-04,BNR-102775,Finanzamt Zahlung,17000,-2332.13,EUR,Finanzamt Köln,DE75512108001245126199,Finanzamt Zahlung Finanzamt Köln 2024-05
2024-05-06,2024-05-06,BNR-102776,Strom,16000,-720.34,EUR,AWS,DE16530601800000001900,Strom AWS 2024-05
2025-02-20,2025-02-20,BNR-102777,Finanzamt Erstattung,17000,1475.78,EUR,Finanzamt Köln,DE62500105170648482300,Finanzamt Erstattung Finanzamt Köln 2025-02
2024-07-31,2024-07-31,BNR-102778,Zahlungseingang,10000,7080.31,EUR,Kundenwelt GmbH,DE75512108001245126199,Zahlungseingang Kundenwelt GmbH 2024-07
2024-04-22,2024-04-22,BNR-102779,Miete,69000,-1834.74,EUR,Cowork Space Berlin,DE89370400440532013000,Miete Cowork Space Berlin 2024-04
2025-05-05,2025-05-05,BNR-102780,Strom,16000,-405.19,EUR,Stromio Business,DE16530601800000001900,Strom Stromio Business 2025-05
2024-03-15,2024-03-15,BNR-102781,Miete,69000,-1842.72,EUR,Cowork Space Berlin,DE16530601800000001900,Miete Cowork Space Berlin 2024-03
2024-11-26,2024-11-26,BNR-102782,Gehalt,60000,-2947.97,EUR,Anna Weber,DE12345678901234567890,Gehalt Anna Weber 2024-11
2024-05-21,2024-05-21,BNR-102783,Miete,69000,-1690.87,EUR,Büropark Mitte GmbH,DE89370400440532013000,Miete Büropark Mitte GmbH 2024-05
2024-04-27,2024-04-27,BNR-102784,Miete,69000,-1718.56,EUR,Cowork Space Berlin,DE12345678901234567890,Miete Cowork Space Berlin 2024-04
2025-02-27,2025-02-27,BNR-102785,Softwarelizenz,48000,-223.74,EUR,SAP,DE75512108001245126199,Softwarelizenz SAP 2025-02
2024-02-03,2024-02-03,BNR-102786,Miete,69000,-822.89,EUR,Büropark Mitte GmbH,DE16530601800000001900,Miete Büropark Mitte GmbH 2024-02
2024-11-26,2024-11-26,BNR-102787,Reisekosten,67600,-1952.62,EUR,Tom Berger,DE16530601800000001900,Reisekosten Tom Berger 2024-11
2024-06-12,2024-06-12,BNR-102788,Reisekosten,67600,-3249.05,EUR,Anna Weber,DE89370400440532013000,Reisekosten Anna Weber 2024-06
2024-05-10,2024-05-10,BNR-102789,Strom,16000,-597.01,EUR,SAP,DE75512108001245126199,Strom SAP 2024-05
2024-04-17,2024-04-17,BNR-102790,Reisekosten,67600,-2147.72,EUR,Tom Berger,DE75512108001245126199,Reisekosten Tom Berger 2024-04
2024-11-08,2024-11-08,BNR-102791,Finanzamt Zahlung,17000,-1162.91,EUR,Finanzamt München,DE89370400440532013000,Finanzamt Zahlung Finanzamt München 2024-11
2025-01-16,2025-01-16,BNR-102792,Softwarelizenz,48000,-161.1,EUR,Stromio Business,DE16530601800000001900,Softwarelizenz Stromio Business 2025-01
2024-04-01,2024-04-01,BNR-102793,Miete,69000,-1615.7,EUR,Cowork Space Berlin,DE76543210987654321000,Miete Cowork Space Berlin 2024-04
2024-11-20,2024-11-20,BNR-102794,Gehalt,60000,-3565.3,EUR,Anna Weber,DE75512108001245126199,Gehalt Anna Weber 2024-11
2024-09-29,2024-09-29,BNR-102795,Finanzamt Erstattung,17000,1080.16,EUR,Finanzamt Köln,DE62500105170648482300,Finanzamt Erstattung Finanzamt Köln 2024-09
2025-01-20,2025-01-20,BNR-102796,Finanzamt Zahlung,17000,-1148.07,EUR,Finanzamt Berlin,DE44500105175407324931,Finanzamt Zahlung Finanzamt Berlin 2025-01
2025-03-22,2025-03-22,BNR-102797,Miete,69000,-1872.67,EUR,Cowork Space Berlin,DE16530601800000001900,Miete Cowork Space Berlin 2025-03
2024-10-19,2024-10-19,BNR-102798,Zahlungseingang,10000,6415.78,EUR,Kundenwelt GmbH,DE75512108001245126199,Zahlungseingang Kundenwelt GmbH 2024-10
2025-04-02,2025-04-02,BNR-102799,Miete,69000,-1066.65,EUR,Cowork Space Berlin,DE44500105175407324931,Miete Cowork Space Berlin 2025-04
2024-11-12,2024-11-12,BNR-102800,Reisekosten,67600,-2584.23,EUR,Lisa Schmidt,DE12345678901234567890,Reisekosten Lisa Schmidt 2024-11
2025-03-18,2025-03-18,BNR-102801,Softwarelizenz,48000,-623.56,EUR,SAP,DE12345678901234567890,Softwarelizenz SAP 2025-03
2024-02-02,2024-02-02,BNR-102802,Finanzamt Zahlung,17000,-2256.29,EUR,Finanzamt Köln,DE89370400440532013000,Finanzamt Zahlung Finanzamt Köln 2024-02
2024-11-03,2024-11-03,BNR-102803,Reisekosten,67600,-774.08,EUR,Tom Berger,DE75512108001245126199,Reisekosten Tom Berger 2024-11
2025-04-01,2025-04-01,BNR-102804,Zahlungseingang,10000,6645.42,EUR,Kundenwelt GmbH,DE89370400440532013000,Zahlungseingang Kundenwelt GmbH 2025-04
2025-03-29,2025-03-29,BNR-102805,Miete,69000,-1861.48,EUR,Cowork Space Berlin,DE62500105170648482300,Miete Cowork Space Berlin 2025-03
2024-02-25,2024-02-25,BNR-102806,Softwarelizenz,48000,-408.93,EUR,AWS,DE75512108001245126199,Softwarelizenz AWS 2024-02
2024-12-15,2024-12-15,BNR-102807,Strom,16000,-481.5,EUR,Adobe,DE12345678901234567890,Strom Adobe 2024-12
2024-01-10,2024-01-10,BNR-102808,Softwarelizenz,48000,-135.59,EUR,Stromio Business,DE12345678901234567890,Softwarelizenz Stromio Business 2024-01
2024-07-27,2024-07-27,BNR-102809,Gehalt,60000,-1546.49,EUR,Anna Weber,DE76543210987654321000,Gehalt Anna Weber 2024-07
2024-12-28,2024-12-28,BNR-102810,Reisekosten,67600,-1979.36,EUR,Anna Weber,DE12345678901234567890,Reisekosten Anna Weber 2024-12
2024-02-03,2024-02-03,BNR-102811,Miete,69000,-1142.26,EUR,Cowork Space Berlin,DE16530601800000001900,Miete Cowork Space Berlin 2024-02
2024-09-04,2024-09-04,BNR-102812,Miete,69000,-1674.74,EUR,Cowork Space Berlin,DE75512108001245126199,Miete Cowork Space Berlin 2024-09
2025-03-11,2025-03-11,BNR-102813,Finanzamt Zahlung,17000,-1166.32,EUR,Finanzamt Köln,DE12345678901234567890,Finanzamt Zahlung Finanzamt Köln 2025-03
2024-09-07,2024-09-07,BNR-102814,Gehalt,60000,-1260.04,EUR,Tom Berger,DE76543210987654321000,Gehalt Tom Berger 2024-09
2024-03-03,2024-03-03,BNR-102815,Strom,16000,-529.45,EUR,Microsoft,DE89370400440532013000,Strom Microsoft 2024-03
2025-03-18,2025-03-18,BNR-102816,Softwarelizenz,48000,-937.47,EUR,SAP,DE62500105170648482300,Softwarelizenz SAP 2025-03
2024-05-10,2024-05-10,BNR-102817,Miete,69000,-1004.18,EUR,Cowork Space Berlin,DE75512108001245126199,Miete Cowork Space Berlin 2024-05
2024-10-13,2024-10-13,BNR-102818,Finanzamt Zahlung,17000,-2238.17,EUR,Finanzamt Köln,DE12345678901234567890,Finanzamt Zahlung Finanzamt Köln 2024-10
2025-02-14,2025-02-14,BNR-102819,Reisekosten,67600,-2241.2,EUR,Lisa Schmidt,DE76543210987654321000,Reisekosten Lisa Schmidt 2025-02
2025-03-21,2025-03-21,BNR-102820,Reisekosten,67600,-2929.23,EUR,Lisa Schmidt,DE62500105170648482300,Reisekosten Lisa Schmidt 2025-03
2024-02-05,2024-02-05,BNR-102821,Gehalt,60000,-710.89,EUR,Tom Berger,DE16530601800000001900,Gehalt Tom Berger 2024-02
2025-01-10,2025-01-10,BNR-102822,Miete,69000,-1110.51,EUR,Cowork Space Berlin,DE12500105170648489890,Miete Cowork Space Berlin 2025-01
2024-04-05,2024-04-05,BNR-102823,Finanzamt Zahlung,17000,-895.57,EUR,Finanzamt Köln,DE62500105170648482300,Finanzamt Zahlung Finanzamt Köln 2024-04
2024-12-22,2024-12-22,BNR-102824,Finanzamt Zahlung,17000,-1168.92,EUR,Finanzamt München,DE75512108001245126199,Finanzamt Zahlung Finanzamt München 2024-12
2024-01-25,2024-01-25,BNR-102825,Strom,16000,-124.35,EUR,Microsoft,DE75512108001245126199,Strom Microsoft 2024-01
2024-11-20,2024-11-20,BNR-102826,Zahlungseingang,10000,7695.83,EUR,Industriepartner AG,DE12500105170648489890,Zahlungseingang Industriepartner AG 2024-11
2024-06-06,2024-06-06,BNR-102827,Zahlungseingang,10000,2819.6,EUR,Industriepartner AG,DE12500105170648489890,Zahlungseingang Industriepartner AG 2024-06
2024-05-01,2024-05-01,BNR-102828,Reisekosten,67600,-3017.61,EUR,Anna Weber,DE12500105170648489890,Reisekosten Anna Weber 2024-05
2024-11-09,2024-11-09,BNR-102829,Softwarelizenz,48000,-931.48,EUR,AWS,DE76543210987654321000,Softwarelizenz AWS 2024-11
2024-02-07,2024-02-07,BNR-102830,Finanzamt Erstattung,17000,1584.42,EUR,Finanzamt München,DE44500105175407324931,Finanzamt Erstattung Finanzamt München 2024-02
2024-07-07,2024-07-07,BNR-102831,Finanzamt Erstattung,17000,558.79,EUR,Finanzamt Berlin,DE16530601800000001900,Finanzamt Erstattung Finanzamt Berlin 2024-07
2025-04-06,2025-04-06,BNR-102832,Zahlungseingang,10000,7851.32,EUR,Kundenwelt GmbH,DE12345678901234567890,Zahlungseingang Kundenwelt GmbH 2025-04
2025-01-11,2025-01-11,BNR-102833,Finanzamt Erstattung,17000,1050.87,EUR,Finanzamt Berlin,DE12345678901234567890,Finanzamt Erstattung Finanzamt Berlin 2025-01
2024-04-19,2024-04-19,BNR-102834,Reisekosten,67600,-1171.27,EUR,Anna Weber,DE76543210987654321000,Reisekosten Anna Weber 2024-04
2025-01-25,2025-01-25,BNR-102835,Softwarelizenz,48000,-645.34,EUR,Stromio Business,DE75512108001245126199,Softwarelizenz Stromio Business 2025-01
2024-12-26,2024-12-26,BNR-102836,Reisekosten,67600,-3238.74,EUR,Anna Weber,DE12500105170648489890,Reisekosten Anna Weber 2024-12
2024-03-20,2024-03-20,BNR-102837,Softwarelizenz,48000,-349.78,EUR,AWS,DE16530601800000001900,Softwarelizenz AWS 2024-03
2024-10-01,2024-10-01,BNR-102838,Finanzamt Zahlung,17000,-2536.55,EUR,Finanzamt Berlin,DE16530601800000001900,Finanzamt Zahlung Finanzamt Berlin 2024-10
2024-03-30,2024-03-30,BNR-102839,Miete,69000,-1298.11,EUR,Büropark Mitte GmbH,DE12500105170648489890,Miete Büropark Mitte GmbH 2024-03
2024-01-05,2024-01-05,BNR-102840,Zahlungseingang,10000,1413.12,EUR,Meyer & Co KG,DE76543210987654321000,Zahlungseingang Meyer & Co KG 2024-01
2024-02-19,2024-02-19,BNR-102841,Softwarelizenz,48000,-136.4,EUR,AWS,DE12345678901234567890,Softwarelizenz AWS 2024-02
2025-01-31,2025-01-31,BNR-102842,Reisekosten,67600,-1352.94,EUR,Tom Berger,DE12345678901234567890,Reisekosten Tom Berger 2025-01
2025-02-11,2025-02-11,BNR-102843,Softwarelizenz,48000,-568.33,EUR,AWS,DE44500105175407324931,Softwarelizenz AWS 2025-02
2025-04-02,2025-04-02,BNR-102844,Softwarelizenz,48000,-491.14,EUR,SAP,DE89370400440532013000,Softwarelizenz SAP 2025-04
2025-02-06,2025-02-06,BNR-102845,Strom,16000,-880.26,EUR,AWS,DE89370400440532013000,Strom AWS 2025-02
2024-10-15,2024-10-15,BNR-102846,Strom,16000,-376.26,EUR,Microsoft,DE76543210987654321000,Strom Microsoft 2024-10
2024-02-06,2024-02-06,BNR-102847,Finanzamt Erstattung,17000,891.48,EUR,Finanzamt München,DE89370400440532013000,Finanzamt Erstattung Finanzamt München 2024-02
2025-01-12,2025-01-12,BNR-102848,Miete,69000,-1049.8,EUR,Cowork Space Berlin,DE44500105175407324931,Miete Cowork Space Berlin 2025-01
2024-08-26,2024-08-26,BNR-102849,Gehalt,60000,-2945.21,EUR,Lisa Schmidt,DE75512108001245126199,Gehalt Lisa Schmidt 2024-08
2024-11-07,2024-11-07,BNR-102850,Miete,69000,-1112.37,EUR,Cowork Space Berlin,DE76543210987654321000,Miete Cowork Space Berlin 2024-11
2024-11-07,2024-11-07,BNR-102851,Strom,16000,-808.07,EUR,Adobe,DE16530601800000001900,Strom Adobe 2024-11
2024-03-17,2024-03-17,BNR-102852,Zahlungseingang,10000,4005.25,EUR,Industriepartner AG,DE89370400440532013000,Zahlungseingang Industriepartner AG 2024-03
2024-09-29,2024-09-29,BNR-102853,Zahlungseingang,10000,6906.81,EUR,Meyer & Co KG,DE62500105170648482300,Zahlungseingang Meyer & Co KG 2024-09
2024-01-06,2024-01-06,BNR-102854,Finanzamt Erstattung,17000,1924.57,EUR,Finanzamt Köln,DE76543210987654321000,Finanzamt Erstattung Finanzamt Köln 2024-01
2024-05-29,2024-05-29,BNR-102855,Miete,69000,-1837.32,EUR,Cowork Space Berlin,DE89370400440532013000,Miete Cowork Space Berlin 2024-05
2024-12-11,2024-12-11,BNR-102856,Miete,69000,-1023.82,EUR,Büropark Mitte GmbH,DE75512108001245126199,Miete Büropark Mitte GmbH 2024-12
2025-02-15,2025-02-15,BNR-102857,Finanzamt Erstattung,17000,109.92,EUR,Finanzamt Berlin,DE12500105170648489890,Finanzamt Erstattung Finanzamt Berlin 2025-02
2024-09-10,2024-09-10,BNR-102858,Zahlungseingang,10000,6270.24,EUR,Meyer & Co KG,DE89370400440532013000,Zahlungseingang Meyer & Co KG 2024-09
2024-07-14,2024-07-14,BNR-102859,Finanzamt Zahlung,17000,-1577.05,EUR,Finanzamt München,DE75512108001245126199,Finanzamt Zahlung Finanzamt München 2024-07
2024-09-22,2024-09-22,BNR-102860,Gehalt,60000,-2802.51,EUR,Tom Berger,DE89370400440532013000,Gehalt Tom Berger 2024-09
2025-01-06,2025-01-06,BNR-102861,Reisekosten,67600,-1299.88,EUR,Lisa Schmidt,DE76543210987654321000,Reisekosten Lisa Schmidt 2025-01
2024-09-28,2024-09-28,BNR-102862,Miete,69000,-1135.43,EUR,Cowork Space Berlin,DE62500105170648482300,Miete Cowork Space Berlin 2024-09
2024-10-24,2024-10-24,BNR-102863,Miete,69000,-1878.34,EUR,Cowork Space Berlin,DE75512108001245126199,Miete Cowork Space Berlin 2024-10
